termreason_desc,termtype_desc,recorddate_key,birthdate_key,EmployeeID,city_name,terminationdate_key,age,length_of_service,gender_full,orighiredate_key,department_name,job_title,store_name,gender_short,BUSINESS_UNIT,STATUS
0,0,4,133,4892,11,0,40,9,1,133,2,2,21,1,0,0
0,0,0,252,7242,8,0,28,5,1,251,0,0,46,1,0,0
0,0,0,253,2947,2,0,57,20,0,252,5,5,18,0,0,0
1,1,14,254,1347,8,32,60,19,0,253,5,14,37,0,0,1
0,0,2,255,1598,0,33,56,16,1,254,10,15,35,1,1,0
0,0,0,256,3065,0,0,56,20,0,255,4,4,41,0,0,0
0,0,0,257,6655,1,0,32,7,1,256,4,4,26,1,0,0
0,0,4,258,6859,11,0,25,1,0,257,0,0,21,0,0,0
0,0,9,259,7698,17,0,26,4,1,258,0,0,5,1,0,0
0,0,1,260,6927,8,0,25,1,0,259,0,0,46,0,0,0
0,0,5,261,4671,0,34,60,8,1,260,5,5,35,1,0,0
0,0,7,262,1397,9,35,62,22,1,261,5,14,28,1,0,0
0,0,8,263,5919,8,0,36,8,1,262,1,1,46,1,0,0
0,0,6,264,4952,17,0,42,10,0,263,4,4,5,0,0,0
0,0,4,265,6066,0,0,31,4,1,264,1,1,43,1,0,0
0,0,1,266,2786,1,0,52,16,1,265,5,5,26,1,0,0
0,0,3,267,2693,11,0,57,20,0,266,5,5,21,0,0,0
0,0,4,268,6511,0,0,28,2,1,267,3,3,43,1,0,0
0,0,6,269,3798,8,0,48,14,0,268,2,2,46,0,0,0
0,0,2,270,6583,20,0,25,0,0,269,3,3,6,0,0,0
0,0,9,271,6396,9,0,35,9,1,270,4,4,28,1,0,0
0,0,3,272,5865,28,0,38,10,0,202,3,3,25,0,0,0
0,0,3,273,4279,16,0,49,15,0,271,2,2,17,0,0,0
0,0,1,274,6091,18,0,32,5,1,272,4,4,32,1,0,0
0,0,1,275,6588,8,0,28,3,0,273,0,0,46,0,0,0
0,0,1,276,3132,0,0,51,15,0,274,5,5,42,0,0,0
0,0,9,277,6267,0,0,36,10,1,275,0,0,43,1,0,0
0,0,1,278,5968,16,0,33,5,1,48,0,0,17,1,0,0
0,0,1,279,2768,0,0,53,16,1,276,3,3,41,1,0,0
0,0,1,280,6245,24,0,31,4,1,277,2,2,29,1,0,0
0,0,5,281,1548,6,36,57,17,1,278,5,5,16,1,0,0
0,0,9,186,5116,11,0,46,15,1,186,2,2,21,1,0,0
0,0,4,282,4297,28,0,44,10,0,279,2,2,25,0,0,0
0,0,2,283,3610,20,0,45,10,1,280,1,1,6,1,0,0
0,0,5,284,3237,28,0,48,12,1,281,1,1,25,1,0,0
0,0,7,285,5676,0,0,37,9,1,282,4,4,42,1,0,0
0,0,0,286,8144,8,0,21,1,0,283,4,4,46,0,0,0
0,0,9,287,4017,0,0,52,18,0,284,2,2,42,0,0,0
0,0,2,288,2892,1,0,49,12,0,285,5,5,26,0,0,0
0,0,1,289,4289,2,0,45,11,0,286,2,2,18,0,0,0
0,0,6,290,7516,9,0,22,0,0,287,4,4,28,0,0,0
0,0,0,291,5586,28,0,41,12,1,288,3,3,25,1,0,0
0,0,8,292,4873,0,0,44,13,1,289,3,3,42,1,0,0
0,0,2,293,4033,8,0,43,9,0,290,3,3,46,0,0,0
0,0,0,294,2264,8,0,60,22,1,291,5,5,46,1,0,0
0,0,1,295,5391,2,0,38,8,0,292,0,0,18,0,0,0
0,0,4,296,6353,29,3,29,3,0,293,0,0,13,0,0,0
0,0,4,297,6151,5,0,30,3,1,294,0,0,15,1,0,0
0,0,7,298,3583,0,0,50,15,0,295,1,1,42,0,0,0
0,0,5,299,2796,24,0,50,14,0,296,5,5,29,0,0,0
0,0,8,206,3878,17,0,50,16,0,205,3,3,5,0,0,0
0,0,0,300,3694,24,0,53,18,0,297,5,5,29,0,0,0
0,0,4,301,4325,9,0,43,10,1,298,2,2,28,1,0,0
0,0,0,302,5055,0,0,45,14,0,299,4,4,42,0,0,0
0,0,3,303,3688,8,0,52,17,0,300,2,2,46,0,0,0
0,0,9,304,3037,8,0,57,21,0,301,1,1,46,0,0,0
0,0,2,305,3258,0,0,47,11,0,158,5,5,42,0,0,0
0,0,6,306,7387,0,0,23,0,0,302,1,1,44,0,0,0
0,0,0,307,5755,0,0,40,11,0,303,5,5,43,0,0,0
2,1,15,308,6512,30,37,28,2,0,304,2,2,19,0,0,1
0,0,7,309,2712,0,0,55,18,1,305,3,3,41,1,0,0
0,0,4,310,4089,11,0,45,11,0,306,1,1,21,0,0,0
0,0,7,311,6013,31,0,34,7,1,307,0,0,40,1,0,0
0,0,2,61,2699,7,0,50,13,1,61,5,5,31,1,0,0
0,0,6,312,5775,10,38,36,7,0,308,2,2,8,0,0,0
0,0,8,313,5436,15,0,40,11,0,309,0,0,22,0,0,0
0,0,4,314,3323,2,0,49,13,0,310,1,1,18,0,0,0
0,0,5,315,5456,2,0,35,6,0,311,0,0,18,0,0,0
0,0,4,316,2352,8,0,54,16,1,312,5,5,46,1,0,0
0,0,0,317,7138,0,39,29,5,1,313,5,5,44,1,0,0
0,0,9,318,7316,24,0,28,6,0,314,3,3,29,0,0,0
0,0,3,319,5454,21,0,41,12,0,315,0,0,33,0,0,0
0,0,9,320,7151,0,0,30,6,1,316,5,5,44,1,0,0
0,0,8,321,6311,11,0,33,7,1,317,0,0,21,1,0,0
0,0,5,237,5478,30,0,35,5,0,236,1,1,19,0,0,0
0,0,6,322,3059,24,0,52,16,0,318,5,5,29,0,0,0
0,0,6,323,1762,6,0,59,20,1,319,5,5,16,1,0,0
0,0,6,324,2876,8,0,53,16,1,320,5,5,46,1,0,0
0,0,0,325,6385,2,0,35,9,1,321,3,3,18,1,0,0
0,0,4,326,3613,20,0,47,12,0,322,1,1,6,0,0,0
0,0,7,327,5135,5,0,42,11,1,323,2,2,15,1,0,0
0,0,6,328,1400,0,40,61,21,1,324,11,16,35,1,1,0
0,0,4,47,6847,21,0,25,1,1,47,3,3,33,1,0,0
0,0,3,329,7715,0,0,23,2,1,325,0,0,44,1,0,0
0,0,5,330,6687,2,0,25,0,0,326,3,3,18,0,0,0
0,0,9,307,5755,0,0,41,12,0,303,5,5,43,0,0,0
0,0,3,331,7402,12,0,26,3,0,327,3,3,12,0,0,0
0,0,8,332,5136,17,0,43,12,1,323,4,4,5,1,0,0
0,0,8,333,3600,1,0,51,16,0,328,5,5,26,0,0,0
0,0,4,334,6765,21,0,26,1,1,329,0,0,33,1,0,0
0,0,8,335,3513,11,0,52,17,1,330,1,1,21,1,0,0
0,0,0,336,2622,11,0,58,21,0,331,5,5,21,0,0,0
0,0,8,337,5932,0,0,36,8,0,332,1,1,43,0,0,0
0,0,0,338,3557,10,0,54,19,0,333,5,5,8,0,0,0
0,0,0,339,6969,3,0,30,6,0,334,4,4,36,0,0,0
0,0,0,340,2968,0,0,56,20,1,335,4,4,41,1,0,0
2,1,16,341,6685,11,41,30,5,1,336,0,0,21,1,0,1
0,0,1,342,5470,5,0,37,7,1,337,2,2,15,1,0,0
0,0,3,343,6675,17,0,31,6,0,338,0,0,5,0,0,0
0,0,0,344,5737,11,0,40,11,0,339,0,0,21,0,0,0
0,0,5,345,3104,19,0,49,13,1,340,5,5,30,1,0,0
0,0,2,346,1840,0,0,55,15,0,341,5,5,41,0,0,0
0,0,3,347,7935,2,0,22,1,0,342,4,4,18,0,0,0
0,0,4,348,4166,6,42,44,11,0,343,1,1,16,0,0,0
0,0,3,349,7763,21,0,23,2,0,344,4,4,33,0,0,0
0,0,4,350,5682,11,0,34,6,1,345,2,2,21,1,0,0
0,0,3,351,7670,0,0,24,2,0,346,0,0,44,0,0,0
3,2,17,352,5288,32,3,44,13,1,347,0,0,4,1,0,1
0,0,3,353,6317,0,0,34,8,0,348,0,0,43,0,0,0
0,0,2,354,4620,2,0,40,7,0,349,2,2,18,0,0,0
0,0,1,355,5614,1,0,36,7,0,350,0,0,26,0,0,0
0,0,9,356,3485,11,0,55,20,0,351,1,1,21,0,0,0
0,0,7,357,7233,0,0,25,2,0,114,5,5,44,0,0,0
0,0,6,79,5328,5,0,39,9,0,79,2,2,15,0,0,0
0,0,9,358,6979,7,0,31,7,0,352,3,3,31,0,0,0
0,0,9,359,7429,17,0,27,5,0,353,0,0,5,0,0,0
0,0,0,360,6856,18,0,31,7,1,354,4,4,32,1,0,0
0,0,5,361,1851,7,0,56,16,0,355,5,5,31,0,0,0
0,0,0,362,6448,4,0,34,8,0,356,2,2,1,0,0,0
0,0,0,363,4737,0,0,47,15,0,357,3,3,42,0,0,0
0,0,7,364,1921,0,0,59,20,1,358,5,5,41,1,0,0
0,0,8,365,3224,11,0,53,17,1,359,5,5,21,1,0,0
0,0,2,266,2787,0,0,49,13,1,265,3,3,41,1,0,0
0,0,5,366,5340,0,0,36,6,0,360,4,4,42,0,0,0
0,0,4,367,4749,25,0,41,9,1,361,2,2,38,1,0,0
0,0,0,368,7032,10,0,29,6,0,362,3,3,8,0,0,0
0,0,2,369,3664,0,43,62,10,1,363,0,0,35,1,0,0
0,0,0,370,2637,6,0,58,21,1,364,5,5,16,1,0,0
2,1,13,371,2894,8,44,50,14,1,365,1,1,46,1,0,1
0,0,5,372,2908,0,0,50,13,0,366,4,4,41,0,0,0
0,0,4,373,3453,0,0,48,13,1,367,5,5,42,1,0,0
0,0,4,374,3495,4,0,48,13,1,368,5,5,1,1,0,0
0,0,2,54,6260,0,0,27,1,0,54,2,2,43,0,0,0
0,0,9,375,3678,0,0,54,19,0,369,1,1,42,0,0,0
0,0,3,376,7637,2,0,24,2,0,370,4,4,18,0,0,0
0,0,8,377,7445,0,0,24,2,0,371,1,1,44,0,0,0
